chromosome	start	end	width	test	ref
chr4	545001	555000	10000	93	204
chr4	550001	560000	10000	83	158
chr4	555001	565000	10000	73	147
chr4	560001	570000	10000	45	147
chr4	565001	575000	10000	47	145
chr4	570001	580000	10000	62	143
chr4	575001	585000	10000	72	158
chr4	580001	590000	10000	80	169
chr4	585001	595000	10000	89	172
chr4	590001	600000	10000	83	165
chr4	595001	605000	10000	73	166
chr4	600001	610000	10000	71	169
chr4	605001	615000	10000	67	144
chr4	610001	620000	10000	61	115
chr4	615001	625000	10000	58	111
chr4	620001	630000	10000	62	130
chr4	625001	635000	10000	66	153
chr4	630001	640000	10000	65	154
chr4	635001	645000	10000	55	141
chr4	640001	650000	10000	44	157
chr4	645001	655000	10000	51	152
chr4	650001	660000	10000	55	111
chr4	655001	665000	10000	42	99
chr4	660001	670000	10000	44	125
chr4	665001	675000	10000	55	145
chr4	670001	680000	10000	44	116
chr4	675001	685000	10000	36	107
chr4	680001	690000	10000	45	128
chr4	685001	695000	10000	64	140
chr4	690001	700000	10000	63	137
chr4	695001	705000	10000	49	141
chr4	700001	710000	10000	44	155
chr4	705001	715000	10000	43	140
chr4	710001	720000	10000	49	131
chr4	715001	725000	10000	50	124
chr4	720001	730000	10000	46	126
chr4	725001	735000	10000	55	130
chr4	730001	740000	10000	48	119
chr4	735001	745000	10000	38	125
chr4	740001	750000	10000	49	136
chr4	745001	755000	10000	47	143
chr4	750001	760000	10000	44	147
chr4	755001	765000	10000	53	145
chr4	760001	770000	10000	56	157
chr4	765001	775000	10000	65	167
chr4	770001	780000	10000	61	136
chr4	775001	785000	10000	47	121
chr4	780001	790000	10000	38	133
chr4	785001	795000	10000	39	146
chr4	790001	800000	10000	51	141
chr4	795001	805000	10000	66	122
chr4	800001	810000	10000	67	144
chr4	805001	815000	10000	52	156
chr4	810001	820000	10000	47	133
chr4	815001	825000	10000	56	108
chr4	820001	830000	10000	57	112
chr4	825001	835000	10000	57	133
chr4	830001	840000	10000	71	134
chr4	835001	845000	10000	62	141
chr4	840001	850000	10000	37	136
chr4	845001	855000	10000	33	132
chr4	850001	860000	10000	48	130
chr4	855001	865000	10000	53	118
chr4	860001	870000	10000	46	118
chr4	865001	875000	10000	46	109
chr4	870001	880000	10000	47	106
chr4	875001	885000	10000	44	105
chr4	880001	890000	10000	44	120
chr4	885001	895000	10000	49	130
chr4	890001	900000	10000	57	120
chr4	895001	905000	10000	43	122
chr4	900001	910000	10000	32	143
chr4	905001	915000	10000	52	157
chr4	910001	920000	10000	70	154
chr4	915001	925000	10000	57	151
chr4	920001	930000	10000	59	150
chr4	925001	935000	10000	78	167
chr4	930001	940000	10000	75	161
chr4	935001	945000	10000	69	128
chr4	940001	950000	10000	76	117
chr4	945001	955000	10000	68	128
chr4	950001	960000	10000	49	140
chr4	955001	965000	10000	37	141
chr4	960001	970000	10000	35	128
chr4	965001	975000	10000	54	133
chr4	970001	980000	10000	62	147
chr4	975001	985000	10000	54	133
chr4	980001	990000	10000	63	123
chr4	985001	995000	10000	52	135
chr4	990001	1000000	10000	38	136
chr4	995001	1005000	10000	56	143
chr4	1000001	1010000	10000	47	135
chr4	1005001	1015000	10000	39	102
chr4	1010001	1020000	10000	43	112
chr4	1015001	1025000	10000	42	123
chr4	1020001	1030000	10000	52	121
chr4	1025001	1035000	10000	47	110
chr4	1030001	1040000	10000	44	105
chr4	1035001	1045000	10000	49	115
chr4	1040001	1050000	10000	44	125
chr4	1045001	1055000	10000	48	144
chr4	1050001	1060000	10000	54	157
chr4	1055001	1065000	10000	54	166
chr4	1060001	1070000	10000	58	163
chr4	1065001	1075000	10000	67	151
chr4	1070001	1080000	10000	63	172
chr4	1075001	1085000	10000	52	152
chr4	1080001	1090000	10000	53	136
chr4	1085001	1095000	10000	68	170
chr4	1090001	1100000	10000	78	173
chr4	1095001	1105000	10000	64	187
chr4	1100001	1110000	10000	58	173
chr4	1105001	1115000	10000	73	164
chr4	1110001	1120000	10000	89	203
chr4	1115001	1125000	10000	86	207
chr4	1120001	1130000	10000	75	173
chr4	1125001	1135000	10000	80	200
chr4	1130001	1140000	10000	68	215
chr4	1135001	1145000	10000	48	181
chr4	1140001	1150000	10000	71	175
chr4	1145001	1155000	10000	96	173
chr4	1150001	1160000	10000	93	169
chr4	1155001	1165000	10000	63	154
chr4	1160001	1170000	10000	38	132
chr4	1165001	1175000	10000	52	147
chr4	1170001	1180000	10000	62	189
chr4	1175001	1185000	10000	69	177
chr4	1180001	1190000	10000	62	130
chr4	1185001	1195000	10000	41	124
chr4	1190001	1200000	10000	48	143
chr4	1195001	1205000	10000	53	121
chr4	1200001	1210000	10000	43	104
chr4	1205001	1215000	10000	50	127
chr4	1210001	1220000	10000	45	135
chr4	1215001	1225000	10000	45	144
chr4	1220001	1230000	10000	56	153
chr4	1225001	1235000	10000	54	153
chr4	1230001	1240000	10000	45	161
chr4	1235001	1245000	10000	38	129
chr4	1240001	1250000	10000	43	129
chr4	1245001	1255000	10000	52	169
chr4	1250001	1260000	10000	66	154
chr4	1255001	1265000	10000	77	125
chr4	1260001	1270000	10000	74	133
chr4	1265001	1275000	10000	63	137
chr4	1270001	1280000	10000	49	130
chr4	1275001	1285000	10000	44	141
chr4	1280001	1290000	10000	54	135
chr4	1285001	1295000	10000	53	136
chr4	1290001	1300000	10000	61	157
chr4	1295001	1305000	10000	65	150
chr4	1300001	1310000	10000	53	144
chr4	1305001	1315000	10000	41	156
chr4	1310001	1320000	10000	54	145
chr4	1315001	1325000	10000	65	128
chr4	1320001	1330000	10000	51	122
chr4	1325001	1335000	10000	47	123
chr4	1330001	1340000	10000	63	161
chr4	1335001	1345000	10000	74	159
chr4	1340001	1350000	10000	62	122
chr4	1345001	1355000	10000	60	119
chr4	1350001	1360000	10000	54	132
chr4	1355001	1365000	10000	35	140
chr4	1360001	1370000	10000	49	137
chr4	1365001	1375000	10000	57	125
chr4	1370001	1380000	10000	37	129
chr4	1375001	1385000	10000	48	195
chr4	1380001	1390000	10000	64	186
chr4	1385001	1395000	10000	59	151
chr4	1390001	1400000	10000	54	133
chr4	1395001	1405000	10000	42	116
chr4	1400001	1410000	10000	32	137
chr4	1405001	1415000	10000	41	137
chr4	1410001	1420000	10000	55	145
chr4	1415001	1425000	10000	108	258
chr4	1420001	1430000	10000	77	181
chr4	1425001	1435000	10000	0	0
chr4	1430001	1440000	10000	0	0
chr4	1435001	1445000	10000	0	0
chr4	1440001	1450000	10000	0	0
chr4	1445001	1455000	10000	0	0
chr4	1450001	1460000	10000	0	0
chr4	1455001	1465000	10000	0	0
chr4	1460001	1470000	10000	0	0
chr4	1465001	1475000	10000	0	0
chr4	1470001	1480000	10000	7	25
chr4	1475001	1485000	10000	44	128
chr4	1480001	1490000	10000	76	195
chr4	1485001	1495000	10000	59	149
chr4	1490001	1500000	10000	47	125
chr4	1495001	1505000	10000	69	135
chr4	1500001	1510000	10000	90	136
chr4	1505001	1515000	10000	78	121
chr4	1510001	1520000	10000	67	112
chr4	1515001	1525000	10000	60	132
chr4	1520001	1530000	10000	72	177
chr4	1525001	1535000	10000	81	174
chr4	1530001	1540000	10000	44	129
chr4	1535001	1545000	10000	37	135
chr4	1540001	1550000	10000	54	123
chr4	1545001	1555000	10000	53	99
chr4	1550001	1560000	10000	49	105
chr4	1555001	1565000	10000	45	110
chr4	1560001	1570000	10000	42	99
chr4	1565001	1575000	10000	51	93
chr4	1570001	1580000	10000	61	112
chr4	1575001	1585000	10000	56	109
chr4	1580001	1590000	10000	53	142
chr4	1585001	1595000	10000	62	186
chr4	1590001	1600000	10000	55	148
chr4	1595001	1605000	10000	37	103
chr4	1600001	1610000	10000	40	93
chr4	1605001	1615000	10000	56	111
chr4	1610001	1620000	10000	58	149
chr4	1615001	1625000	10000	48	148
chr4	1620001	1630000	10000	47	122
chr4	1625001	1635000	10000	55	119
chr4	1630001	1640000	10000	48	122
chr4	1635001	1645000	10000	44	142
chr4	1640001	1650000	10000	48	134
chr4	1645001	1655000	10000	45	132
chr4	1650001	1660000	10000	42	144
chr4	1655001	1665000	10000	53	127
chr4	1660001	1670000	10000	62	127
chr4	1665001	1675000	10000	53	153
chr4	1670001	1680000	10000	46	164
chr4	1675001	1685000	10000	55	162
chr4	1680001	1690000	10000	60	148
chr4	1685001	1695000	10000	53	148
chr4	1690001	1700000	10000	55	161
chr4	1695001	1705000	10000	62	158
chr4	1700001	1710000	10000	81	152
chr4	1705001	1715000	10000	80	123
chr4	1710001	1720000	10000	55	124
chr4	1715001	1725000	10000	54	129
chr4	1720001	1730000	10000	69	126
chr4	1725001	1735000	10000	74	129
chr4	1730001	1740000	10000	62	125
chr4	1735001	1745000	10000	54	139
chr4	1740001	1750000	10000	53	139
chr4	1745001	1755000	10000	37	117
chr4	1750001	1760000	10000	41	108
chr4	1755001	1765000	10000	59	98
chr4	1760001	1770000	10000	45	105
chr4	1765001	1775000	10000	38	118
chr4	1770001	1780000	10000	47	122
chr4	1775001	1785000	10000	47	141
chr4	1780001	1790000	10000	52	126
chr4	1785001	1795000	10000	49	112
chr4	1790001	1800000	10000	38	123
chr4	1795001	1805000	10000	33	119
chr4	1800001	1810000	10000	33	114
chr4	1805001	1815000	10000	48	124
chr4	1810001	1820000	10000	57	121
chr4	1815001	1825000	10000	56	142
chr4	1820001	1830000	10000	58	157
chr4	1825001	1835000	10000	52	148
chr4	1830001	1840000	10000	47	151
chr4	1835001	1845000	10000	56	160
chr4	1840001	1850000	10000	61	185
chr4	1845001	1855000	10000	59	195
chr4	1850001	1860000	10000	59	178
chr4	1855001	1865000	10000	58	152
chr4	1860001	1870000	10000	61	159
chr4	1865001	1875000	10000	50	154
chr4	1870001	1880000	10000	59	150
chr4	1875001	1885000	10000	73	158
chr4	1880001	1890000	10000	68	165
chr4	1885001	1895000	10000	63	157
chr4	1890001	1900000	10000	64	155
chr4	1895001	1905000	10000	68	169
chr4	1900001	1910000	10000	72	163
chr4	1905001	1915000	10000	78	166
chr4	1910001	1920000	10000	75	164
chr4	1915001	1925000	10000	68	142
chr4	1920001	1930000	10000	68	121
chr4	1925001	1935000	10000	65	126
chr4	1930001	1940000	10000	68	144
chr4	1935001	1945000	10000	64	156
chr4	1940001	1950000	10000	54	172
chr4	1945001	1955000	10000	61	169
chr4	1950001	1960000	10000	62	147
chr4	1955001	1965000	10000	70	147
chr4	1960001	1970000	10000	68	169
chr4	1965001	1975000	10000	65	193
chr4	1970001	1980000	10000	62	188
chr4	1975001	1985000	10000	41	183
chr4	1980001	1990000	10000	35	134
chr4	1985001	1995000	10000	48	115
chr4	1990001	2000000	10000	71	157
chr4	1995001	2005000	10000	87	178
chr4	2000001	2010000	10000	80	196
chr4	2005001	2015000	10000	60	156
chr4	2010001	2020000	10000	52	139
chr4	2015001	2025000	10000	77	187
chr4	2020001	2030000	10000	97	199
chr4	2025001	2035000	10000	95	175
chr4	2030001	2040000	10000	85	169
chr4	2035001	2045000	10000	64	153
chr4	2040001	2050000	10000	42	131
chr4	2045001	2055000	10000	49	164
chr4	2050001	2060000	10000	60	184
chr4	2055001	2065000	10000	45	120
chr4	2060001	2070000	10000	47	87
chr4	2065001	2075000	10000	64	106
chr4	2070001	2080000	10000	64	123
chr4	2075001	2085000	10000	67	147
chr4	2080001	2090000	10000	73	163
chr4	2085001	2095000	10000	69	181
chr4	2090001	2100000	10000	72	188
chr4	2095001	2105000	10000	81	164
chr4	2100001	2110000	10000	96	179
chr4	2105001	2115000	10000	107	213
chr4	2110001	2120000	10000	93	211
chr4	2115001	2125000	10000	78	198
chr4	2120001	2130000	10000	71	161
chr4	2125001	2135000	10000	61	142
chr4	2130001	2140000	10000	60	155
chr4	2135001	2145000	10000	79	176
chr4	2140001	2150000	10000	86	168
chr4	2145001	2155000	10000	78	177
chr4	2150001	2160000	10000	70	190
chr4	2155001	2165000	10000	56	162
chr4	2160001	2170000	10000	58	175
chr4	2165001	2175000	10000	65	195
chr4	2170001	2180000	10000	65	188
chr4	2175001	2185000	10000	80	160
chr4	2180001	2190000	10000	80	154
chr4	2185001	2195000	10000	69	163
chr4	2190001	2200000	10000	69	147
chr4	2195001	2205000	10000	72	166
chr4	2200001	2210000	10000	80	177
chr4	2205001	2215000	10000	75	163
chr4	2210001	2220000	10000	65	172
chr4	2215001	2225000	10000	74	170
chr4	2220001	2230000	10000	84	163
chr4	2225001	2235000	10000	77	187
chr4	2230001	2240000	10000	64	191
chr4	2235001	2245000	10000	51	158
chr4	2240001	2250000	10000	50	142
chr4	2245001	2255000	10000	44	133
chr4	2250001	2260000	10000	52	132
chr4	2255001	2265000	10000	52	129
chr4	2260001	2270000	10000	33	138
chr4	2265001	2275000	10000	40	142
chr4	2270001	2280000	10000	51	138
chr4	2275001	2285000	10000	74	148
chr4	2280001	2290000	10000	64	151
chr4	2285001	2295000	10000	50	145
chr4	2290001	2300000	10000	67	142
chr4	2295001	2305000	10000	62	136
chr4	2300001	2310000	10000	56	139
chr4	2305001	2315000	10000	74	163
chr4	2310001	2320000	10000	80	149
chr4	2315001	2325000	10000	68	132
chr4	2320001	2330000	10000	61	162
chr4	2325001	2335000	10000	63	175
chr4	2330001	2340000	10000	64	150
chr4	2335001	2345000	10000	55	138
chr4	2340001	2350000	10000	58	159
chr4	2345001	2355000	10000	69	167
chr4	2350001	2360000	10000	62	133
chr4	2355001	2365000	10000	49	148
chr4	2360001	2370000	10000	62	165
chr4	2365001	2375000	10000	64	172
chr4	2370001	2380000	10000	53	160
chr4	2375001	2385000	10000	64	149
chr4	2380001	2390000	10000	76	152
chr4	2385001	2395000	10000	62	152
chr4	2390001	2400000	10000	43	149
chr4	2395001	2405000	10000	48	128
chr4	2400001	2410000	10000	55	142
chr4	2405001	2415000	10000	66	160
chr4	2410001	2420000	10000	75	155
chr4	2415001	2425000	10000	59	140
chr4	2420001	2430000	10000	54	143
chr4	2425001	2435000	10000	58	113
chr4	2430001	2440000	10000	59	96
chr4	2435001	2445000	10000	56	120
chr4	2440001	2450000	10000	64	132
chr4	2445001	2455000	10000	72	130
chr4	2450001	2460000	10000	63	138
chr4	2455001	2465000	10000	53	136
chr4	2460001	2470000	10000	54	159
chr4	2465001	2475000	10000	56	163
chr4	2470001	2480000	10000	59	158
chr4	2475001	2485000	10000	79	181
chr4	2480001	2490000	10000	79	156
chr4	2485001	2495000	10000	59	156
chr4	2490001	2500000	10000	72	168
chr4	2495001	2505000	10000	88	161
chr4	2500001	2510000	10000	74	142
chr4	2505001	2515000	10000	54	138
chr4	2510001	2520000	10000	54	182
chr4	2515001	2525000	10000	60	175
chr4	2520001	2530000	10000	43	126
chr4	2525001	2535000	10000	53	130
chr4	2530001	2540000	10000	56	133
chr4	2535001	2545000	10000	53	128
chr4	2540001	2550000	10000	73	137
chr4	2545001	2555000	10000	65	126
chr4	2550001	2560000	10000	68	153
chr4	2555001	2565000	10000	64	176
chr4	2560001	2570000	10000	55	169
chr4	2565001	2575000	10000	66	171
chr4	2570001	2580000	10000	74	171
chr4	2575001	2585000	10000	82	165
chr4	2580001	2590000	10000	82	155
chr4	2585001	2595000	10000	72	182
chr4	2590001	2600000	10000	63	173
chr4	2595001	2605000	10000	63	139
chr4	2600001	2610000	10000	67	135
chr4	2605001	2615000	10000	75	135
chr4	2610001	2620000	10000	66	138
chr4	2615001	2625000	10000	55	153
chr4	2620001	2630000	10000	59	147
chr4	2625001	2635000	10000	61	145
chr4	2630001	2640000	10000	65	182
chr4	2635001	2645000	10000	66	188
chr4	2640001	2650000	10000	60	176
chr4	2645001	2655000	10000	74	174
chr4	2650001	2660000	10000	81	181
chr4	2655001	2665000	10000	77	175
chr4	2660001	2670000	10000	90	162
chr4	2665001	2675000	10000	91	184
chr4	2670001	2680000	10000	83	211
chr4	2675001	2685000	10000	75	190
chr4	2680001	2690000	10000	71	190
chr4	2685001	2695000	10000	82	187
chr4	2690001	2700000	10000	99	161
chr4	2695001	2705000	10000	93	178
chr4	2700001	2710000	10000	63	159
chr4	2705001	2715000	10000	57	129
chr4	2710001	2720000	10000	64	160
chr4	2715001	2725000	10000	59	185
chr4	2720001	2730000	10000	60	144
chr4	2725001	2735000	10000	61	116
chr4	2730001	2740000	10000	64	148
chr4	2735001	2745000	10000	69	181
chr4	2740001	2750000	10000	58	169
chr4	2745001	2755000	10000	47	148
chr4	2750001	2760000	10000	47	147
chr4	2755001	2765000	10000	50	160
chr4	2760001	2770000	10000	51	151
chr4	2765001	2775000	10000	56	124
chr4	2770001	2780000	10000	72	121
chr4	2775001	2785000	10000	91	141
chr4	2780001	2790000	10000	84	152
chr4	2785001	2795000	10000	55	153
chr4	2790001	2800000	10000	53	153
chr4	2795001	2805000	10000	60	134
chr4	2800001	2810000	10000	53	121
chr4	2805001	2815000	10000	47	137
chr4	2810001	2820000	10000	53	156
chr4	2815001	2825000	10000	48	145
chr4	2820001	2830000	10000	51	137
chr4	2825001	2835000	10000	60	148
chr4	2830001	2840000	10000	53	155
chr4	2835001	2845000	10000	70	173
chr4	2840001	2850000	10000	69	166
chr4	2845001	2855000	10000	63	160
chr4	2850001	2860000	10000	65	172
chr4	2855001	2865000	10000	79	183
chr4	2860001	2870000	10000	74	165
chr4	2865001	2875000	10000	56	148
chr4	2870001	2880000	10000	68	181
chr4	2875001	2885000	10000	78	179
chr4	2880001	2890000	10000	85	173
chr4	2885001	2895000	10000	77	183
chr4	2890001	2900000	10000	67	189
chr4	2895001	2905000	10000	75	177
chr4	2900001	2910000	10000	76	183
chr4	2905001	2915000	10000	66	174
chr4	2910001	2920000	10000	72	154
chr4	2915001	2925000	10000	83	179
chr4	2920001	2930000	10000	78	162
chr4	2925001	2935000	10000	68	128
chr4	2930001	2940000	10000	61	125
chr4	2935001	2945000	10000	55	127
chr4	2940001	2950000	10000	62	124
chr4	2945001	2955000	10000	66	131
chr4	2950001	2960000	10000	84	159
chr4	2955001	2965000	10000	82	171
chr4	2960001	2970000	10000	49	161
chr4	2965001	2975000	10000	58	158
chr4	2970001	2980000	10000	69	173
chr4	2975001	2985000	10000	68	197
chr4	2980001	2990000	10000	77	175
chr4	2985001	2995000	10000	74	157
chr4	2990001	3000000	10000	77	156
chr4	2995001	3005000	10000	83	139
chr4	3000001	3010000	10000	78	166
chr4	3005001	3015000	10000	60	179
chr4	3010001	3020000	10000	49	152
chr4	3015001	3025000	10000	65	171
chr4	3020001	3030000	10000	70	162
chr4	3025001	3035000	10000	59	129
chr4	3030001	3040000	10000	63	159
chr4	3035001	3045000	10000	62	155
chr4	3040001	3050000	10000	58	144
chr4	3045001	3055000	10000	67	140
chr4	3050001	3060000	10000	75	150
chr4	3055001	3065000	10000	75	164
chr4	3060001	3070000	10000	69	151
chr4	3065001	3075000	10000	74	154
chr4	3070001	3080000	10000	61	149
chr4	3075001	3085000	10000	64	180
chr4	3080001	3090000	10000	80	182
chr4	3085001	3095000	10000	68	161
chr4	3090001	3100000	10000	64	158
chr4	3095001	3105000	10000	73	154
chr4	3100001	3110000	10000	64	173
chr4	3105001	3115000	10000	60	178
chr4	3110001	3120000	10000	68	197
chr4	3115001	3125000	10000	71	206
chr4	3120001	3130000	10000	88	176
chr4	3125001	3135000	10000	76	184
chr4	3130001	3140000	10000	59	170
chr4	3135001	3145000	10000	62	146
chr4	3140001	3150000	10000	69	149
chr4	3145001	3155000	10000	69	150
chr4	3150001	3160000	10000	59	166
chr4	3155001	3165000	10000	61	184
chr4	3160001	3170000	10000	76	201
chr4	3165001	3175000	10000	80	186
chr4	3170001	3180000	10000	75	167
chr4	3175001	3185000	10000	79	183
chr4	3180001	3190000	10000	68	173
chr4	3185001	3195000	10000	51	137
chr4	3190001	3200000	10000	47	160
chr4	3195001	3205000	10000	55	172
chr4	3200001	3210000	10000	67	174
chr4	3205001	3215000	10000	64	191
chr4	3210001	3220000	10000	59	188
chr4	3215001	3225000	10000	63	181
chr4	3220001	3230000	10000	70	165
chr4	3225001	3235000	10000	75	133
chr4	3230001	3240000	10000	65	136
chr4	3235001	3245000	10000	55	143
chr4	3240001	3250000	10000	48	134
chr4	3245001	3255000	10000	53	138
chr4	3250001	3260000	10000	56	131
chr4	3255001	3265000	10000	52	148
chr4	3260001	3270000	10000	51	164
chr4	3265001	3275000	10000	51	155
chr4	3270001	3280000	10000	60	167
chr4	3275001	3285000	10000	63	165
chr4	3280001	3290000	10000	53	127
chr4	3285001	3295000	10000	40	119
chr4	3290001	3300000	10000	52	142
chr4	3295001	3305000	10000	64	155
chr4	3300001	3310000	10000	71	167
chr4	3305001	3315000	10000	70	173
chr4	3310001	3320000	10000	64	144
chr4	3315001	3325000	10000	71	133
chr4	3320001	3330000	10000	70	160
chr4	3325001	3335000	10000	64	159
chr4	3330001	3340000	10000	65	167
chr4	3335001	3345000	10000	63	161
chr4	3340001	3350000	10000	63	169
chr4	3345001	3355000	10000	69	206
chr4	3350001	3360000	10000	69	206
chr4	3355001	3365000	10000	64	170
chr4	3360001	3370000	10000	43	131
chr4	3365001	3375000	10000	34	151
chr4	3370001	3380000	10000	61	170
chr4	3375001	3385000	10000	81	191
chr4	3380001	3390000	10000	75	191
chr4	3385001	3395000	10000	70	152
chr4	3390001	3400000	10000	65	158
chr4	3395001	3405000	10000	65	168
chr4	3400001	3410000	10000	69	149
chr4	3405001	3415000	10000	50	144
chr4	3410001	3420000	10000	41	149
chr4	3415001	3425000	10000	52	135
chr4	3420001	3430000	10000	44	130
chr4	3425001	3435000	10000	40	157
chr4	3430001	3440000	10000	46	153
chr4	3435001	3445000	10000	39	108
chr4	3440001	3450000	10000	35	92
chr4	3445001	3455000	10000	42	120
chr4	3450001	3460000	10000	56	167
chr4	3455001	3465000	10000	55	161
chr4	3460001	3470000	10000	41	114
chr4	3465001	3475000	10000	58	115
chr4	3470001	3480000	10000	60	106
chr4	3475001	3485000	10000	39	101
chr4	3480001	3490000	10000	38	119
chr4	3485001	3495000	10000	41	127
chr4	3490001	3500000	10000	40	135
chr4	3495001	3505000	10000	37	122
chr4	3500001	3510000	10000	56	132
chr4	3505001	3515000	10000	65	150
chr4	3510001	3520000	10000	64	128
chr4	3515001	3525000	10000	55	115
chr4	3520001	3530000	10000	51	153
chr4	3525001	3535000	10000	62	168
chr4	3530001	3540000	10000	57	146
chr4	3535001	3545000	10000	58	125
chr4	3540001	3550000	10000	69	116
chr4	3545001	3555000	10000	70	142
chr4	3550001	3560000	10000	59	161
chr4	3555001	3565000	10000	71	156
chr4	3560001	3570000	10000	72	127
chr4	3565001	3575000	10000	69	148
chr4	3570001	3580000	10000	94	222
chr4	3575001	3585000	10000	127	292
chr4	3580001	3590000	10000	135	318
chr4	3585001	3595000	10000	138	305
chr4	3590001	3600000	10000	148	285
chr4	3595001	3605000	10000	134	260
chr4	3600001	3610000	10000	127	267
chr4	3605001	3615000	10000	115	242
chr4	3610001	3620000	10000	101	179
chr4	3615001	3625000	10000	116	245
chr4	3620001	3630000	10000	132	316
chr4	3625001	3635000	10000	111	246
chr4	3630001	3640000	10000	76	199
chr4	3635001	3645000	10000	61	173
chr4	3640001	3650000	10000	56	130
chr4	3645001	3655000	10000	55	134
chr4	3650001	3660000	10000	61	144
chr4	3655001	3665000	10000	57	152
chr4	3660001	3670000	10000	56	168
chr4	3665001	3675000	10000	69	177
chr4	3670001	3680000	10000	65	153
chr4	3675001	3685000	10000	56	115
chr4	3680001	3690000	10000	59	117
chr4	3685001	3695000	10000	66	137
chr4	3690001	3700000	10000	66	181
chr4	3695001	3705000	10000	54	181
chr4	3700001	3710000	10000	63	135
chr4	3705001	3715000	10000	60	118
chr4	3710001	3720000	10000	60	136
chr4	3715001	3725000	10000	66	158
chr4	3720001	3730000	10000	47	131
chr4	3725001	3735000	10000	44	122
chr4	3730001	3740000	10000	66	141
chr4	3735001	3745000	10000	76	149
chr4	3740001	3750000	10000	66	128
chr4	3745001	3755000	10000	59	123
chr4	3750001	3760000	10000	56	166
chr4	3755001	3765000	10000	64	159
chr4	3760001	3770000	10000	48	106
chr4	3765001	3775000	10000	35	108
chr4	3770001	3780000	10000	49	141
chr4	3775001	3785000	10000	50	141
