chromosome	start	end	width	test	ref
Chr08	2220001	2230000	10000	390	321
Chr08	2225001	2235000	10000	276	265
Chr08	2230001	2240000	10000	344	360
Chr08	2235001	2245000	10000	358	352
Chr08	2240001	2250000	10000	223	199
Chr08	2245001	2255000	10000	74	58
Chr08	2250001	2260000	10000	78	67
Chr08	2255001	2265000	10000	211	215
Chr08	2260001	2270000	10000	254	261
Chr08	2265001	2275000	10000	234	264
Chr08	2270001	2280000	10000	278	306
Chr08	2275001	2285000	10000	332	339
Chr08	2280001	2290000	10000	330	302
Chr08	2285001	2295000	10000	268	237
Chr08	2290001	2300000	10000	329	345
Chr08	2295001	2305000	10000	361	375
Chr08	2300001	2310000	10000	286	345
Chr08	2305001	2315000	10000	255	316
Chr08	2310001	2320000	10000	266	318
Chr08	2315001	2325000	10000	277	373
Chr08	2320001	2330000	10000	321	312
Chr08	2325001	2335000	10000	318	240
Chr08	2330001	2340000	10000	312	339
Chr08	2335001	2345000	10000	335	398
Chr08	2340001	2350000	10000	473	454
Chr08	2345001	2355000	10000	511	427
Chr08	2350001	2360000	10000	304	257
Chr08	2355001	2365000	10000	260	275
Chr08	2360001	2370000	10000	234	231
Chr08	2365001	2375000	10000	234	169
Chr08	2370001	2380000	10000	490	405
Chr08	2375001	2385000	10000	675	526
Chr08	2380001	2390000	10000	521	394
Chr08	2385001	2395000	10000	315	279
Chr08	2390001	2400000	10000	322	269
Chr08	2395001	2405000	10000	376	302
Chr08	2400001	2410000	10000	304	301
Chr08	2405001	2415000	10000	239	271
Chr08	2410001	2420000	10000	279	280
Chr08	2415001	2425000	10000	277	291
Chr08	2420001	2430000	10000	246	243
Chr08	2425001	2435000	10000	220	222
Chr08	2430001	2440000	10000	247	238
Chr08	2435001	2445000	10000	204	198
Chr08	2440001	2450000	10000	176	215
Chr08	2445001	2455000	10000	188	206
Chr08	2450001	2460000	10000	95	89
Chr08	2455001	2465000	10000	70	62
Chr08	2460001	2470000	10000	228	195
Chr08	2465001	2475000	10000	303	245
Chr08	2470001	2480000	10000	125	84
Chr08	2475001	2485000	10000	140	125
Chr08	2480001	2490000	10000	412	432
Chr08	2485001	2495000	10000	480	514
Chr08	2490001	2500000	10000	372	410
Chr08	2495001	2505000	10000	341	360
Chr08	2500001	2510000	10000	302	293
Chr08	2505001	2515000	10000	431	366
Chr08	2510001	2520000	10000	446	375
Chr08	2515001	2525000	10000	296	289
Chr08	2520001	2530000	10000	253	287
Chr08	2525001	2535000	10000	240	272
Chr08	2530001	2540000	10000	263	237
Chr08	2535001	2545000	10000	305	250
Chr08	2540001	2550000	10000	339	258
Chr08	2545001	2555000	10000	277	248
Chr08	2550001	2560000	10000	200	190
Chr08	2555001	2565000	10000	283	262
Chr08	2560001	2570000	10000	279	272
Chr08	2565001	2575000	10000	209	212
Chr08	2570001	2580000	10000	357	326
Chr08	2575001	2585000	10000	370	317
Chr08	2580001	2590000	10000	240	205
Chr08	2585001	2595000	10000	117	90
Chr08	2590001	2600000	10000	50	44
Chr08	2595001	2605000	10000	207	165
Chr08	2600001	2610000	10000	370	313
Chr08	2605001	2615000	10000	445	423
Chr08	2610001	2620000	10000	406	445
Chr08	2615001	2625000	10000	308	349
Chr08	2620001	2630000	10000	328	316
Chr08	2625001	2635000	10000	338	278
Chr08	2630001	2640000	10000	354	257
Chr08	2635001	2645000	10000	395	324
Chr08	2640001	2650000	10000	389	326
Chr08	2645001	2655000	10000	393	353
Chr08	2650001	2660000	10000	364	365
Chr08	2655001	2665000	10000	313	299
Chr08	2660001	2670000	10000	363	335
Chr08	2665001	2675000	10000	420	347
Chr08	2670001	2680000	10000	342	280
Chr08	2675001	2685000	10000	287	251
Chr08	2680001	2690000	10000	280	264
Chr08	2685001	2695000	10000	219	192
Chr08	2690001	2700000	10000	204	178
Chr08	2695001	2705000	10000	330	338
Chr08	2700001	2710000	10000	362	332
Chr08	2705001	2715000	10000	254	220
Chr08	2710001	2720000	10000	268	233
Chr08	2715001	2725000	10000	352	295
Chr08	2720001	2730000	10000	326	352
Chr08	2725001	2735000	10000	368	399
Chr08	2730001	2740000	10000	413	403
Chr08	2735001	2745000	10000	331	330
Chr08	2740001	2750000	10000	387	354
Chr08	2745001	2755000	10000	348	306
Chr08	2750001	2760000	10000	199	163
Chr08	2755001	2765000	10000	238	242
Chr08	2760001	2770000	10000	350	332
Chr08	2765001	2775000	10000	394	330
Chr08	2770001	2780000	10000	380	321
Chr08	2775001	2785000	10000	342	374
Chr08	2780001	2790000	10000	332	396
Chr08	2785001	2795000	10000	398	353
Chr08	2790001	2800000	10000	414	346
Chr08	2795001	2805000	10000	383	383
Chr08	2800001	2810000	10000	400	408
Chr08	2805001	2815000	10000	341	347
Chr08	2810001	2820000	10000	318	357
Chr08	2815001	2825000	10000	338	404
Chr08	2820001	2830000	10000	294	312
Chr08	2825001	2835000	10000	271	232
Chr08	2830001	2840000	10000	252	274
Chr08	2835001	2845000	10000	262	288
Chr08	2840001	2850000	10000	296	284
Chr08	2845001	2855000	10000	338	332
Chr08	2850001	2860000	10000	418	360
Chr08	2855001	2865000	10000	377	309
Chr08	2860001	2870000	10000	322	283
Chr08	2865001	2875000	10000	341	306
Chr08	2870001	2880000	10000	302	274
Chr08	2875001	2885000	10000	313	265
Chr08	2880001	2890000	10000	396	320
Chr08	2885001	2895000	10000	448	339
Chr08	2890001	2900000	10000	431	339
Chr08	2895001	2905000	10000	401	335
Chr08	2900001	2910000	10000	340	323
Chr08	2905001	2915000	10000	297	344
Chr08	2910001	2920000	10000	305	351
Chr08	2915001	2925000	10000	375	325
Chr08	2920001	2930000	10000	349	284
Chr08	2925001	2935000	10000	252	276
Chr08	2930001	2940000	10000	295	268
Chr08	2935001	2945000	10000	524	449
Chr08	2940001	2950000	10000	529	501
Chr08	2945001	2955000	10000	377	339
Chr08	2950001	2960000	10000	405	328
Chr08	2955001	2965000	10000	371	338
Chr08	2960001	2970000	10000	359	342
Chr08	2965001	2975000	10000	372	349
Chr08	2970001	2980000	10000	364	383
Chr08	2975001	2985000	10000	359	369
Chr08	2980001	2990000	10000	341	351
Chr08	2985001	2995000	10000	238	266
Chr08	2990001	3000000	10000	106	109
Chr08	2995001	3005000	10000	87	68
Chr08	3000001	3010000	10000	126	101
Chr08	3005001	3015000	10000	176	139
Chr08	3010001	3020000	10000	249	218
Chr08	3015001	3025000	10000	293	281
Chr08	3020001	3030000	10000	320	274
Chr08	3025001	3035000	10000	340	320
Chr08	3030001	3040000	10000	295	321
Chr08	3035001	3045000	10000	165	190
Chr08	3040001	3050000	10000	118	176
Chr08	3045001	3055000	10000	275	287
Chr08	3050001	3060000	10000	402	336
Chr08	3055001	3065000	10000	391	350
Chr08	3060001	3070000	10000	256	255
Chr08	3065001	3075000	10000	231	207
Chr08	3070001	3080000	10000	380	334
Chr08	3075001	3085000	10000	464	420
Chr08	3080001	3090000	10000	348	343
Chr08	3085001	3095000	10000	115	129
Chr08	3090001	3100000	10000	37	33
Chr08	3095001	3105000	10000	118	136
Chr08	3100001	3110000	10000	171	197
Chr08	3105001	3115000	10000	212	251
Chr08	3110001	3120000	10000	335	390
Chr08	3115001	3125000	10000	442	424
Chr08	3120001	3130000	10000	451	365
Chr08	3125001	3135000	10000	370	277
Chr08	3130001	3140000	10000	300	258
Chr08	3135001	3145000	10000	246	248
Chr08	3140001	3150000	10000	295	211
Chr08	3145001	3155000	10000	361	269
Chr08	3150001	3160000	10000	297	274
Chr08	3155001	3165000	10000	313	246
Chr08	3160001	3170000	10000	306	234
Chr08	3165001	3175000	10000	259	238
Chr08	3170001	3180000	10000	349	293
Chr08	3175001	3185000	10000	405	314
Chr08	3180001	3190000	10000	395	301
Chr08	3185001	3195000	10000	383	290
Chr08	3190001	3200000	10000	357	331
Chr08	3195001	3205000	10000	372	402
Chr08	3200001	3210000	10000	393	416
Chr08	3205001	3215000	10000	264	256
Chr08	3210001	3220000	10000	209	184
Chr08	3215001	3225000	10000	267	270
Chr08	3220001	3230000	10000	300	273
Chr08	3225001	3235000	10000	301	269
Chr08	3230001	3240000	10000	235	252
Chr08	3235001	3245000	10000	255	236
Chr08	3240001	3250000	10000	251	227
Chr08	3245001	3255000	10000	273	215
Chr08	3250001	3260000	10000	371	313
Chr08	3255001	3265000	10000	367	352
Chr08	3260001	3270000	10000	234	185
Chr08	3265001	3275000	10000	108	79
Chr08	3270001	3280000	10000	115	102
Chr08	3275001	3285000	10000	158	134
Chr08	3280001	3290000	10000	134	123
Chr08	3285001	3295000	10000	95	97
Chr08	3290001	3300000	10000	202	205
Chr08	3295001	3305000	10000	261	260
Chr08	3300001	3310000	10000	234	266
Chr08	3305001	3315000	10000	339	355
Chr08	3310001	3320000	10000	397	403
Chr08	3315001	3325000	10000	337	343
Chr08	3320001	3330000	10000	275	251
Chr08	3325001	3335000	10000	370	358
Chr08	3330001	3340000	10000	430	420
Chr08	3335001	3345000	10000	344	307
Chr08	3340001	3350000	10000	382	304
Chr08	3345001	3355000	10000	407	346
Chr08	3350001	3360000	10000	285	246
Chr08	3355001	3365000	10000	255	241
Chr08	3360001	3370000	10000	287	308
Chr08	3365001	3375000	10000	251	281
Chr08	3370001	3380000	10000	236	261
Chr08	3375001	3385000	10000	258	238
Chr08	3380001	3390000	10000	248	194
Chr08	3385001	3395000	10000	174	121
Chr08	3390001	3400000	10000	137	95
Chr08	3395001	3405000	10000	178	160
Chr08	3400001	3410000	10000	252	246
Chr08	3405001	3415000	10000	337	315
Chr08	3410001	3420000	10000	379	348
Chr08	3415001	3425000	10000	281	300
Chr08	3420001	3430000	10000	269	283
Chr08	3425001	3435000	10000	387	363
Chr08	3430001	3440000	10000	325	317
Chr08	3435001	3445000	10000	269	194
Chr08	3440001	3450000	10000	312	236
Chr08	3445001	3455000	10000	311	314
Chr08	3450001	3460000	10000	276	289
Chr08	3455001	3465000	10000	178	193
Chr08	3460001	3470000	10000	139	145
Chr08	3465001	3475000	10000	170	191
Chr08	3470001	3480000	10000	236	261
Chr08	3475001	3485000	10000	263	271
Chr08	3480001	3490000	10000	226	224
Chr08	3485001	3495000	10000	199	221
Chr08	3490001	3500000	10000	195	227
Chr08	3495001	3505000	10000	321	288
Chr08	3500001	3510000	10000	353	338
Chr08	3505001	3515000	10000	258	239
Chr08	3510001	3520000	10000	244	208
Chr08	3515001	3525000	10000	292	271
Chr08	3520001	3530000	10000	337	317
Chr08	3525001	3535000	10000	328	315
Chr08	3530001	3540000	10000	390	364
Chr08	3535001	3545000	10000	408	372
Chr08	3540001	3550000	10000	377	317
Chr08	3545001	3555000	10000	413	314
Chr08	3550001	3560000	10000	359	301
Chr08	3555001	3565000	10000	361	329
Chr08	3560001	3570000	10000	424	334
Chr08	3565001	3575000	10000	369	306
Chr08	3570001	3580000	10000	224	189
Chr08	3575001	3585000	10000	243	202
Chr08	3580001	3590000	10000	226	198
