chromosome	start	end	width	test	ref
Chr07	1945001	1955000	10000	440	407
Chr07	1950001	1960000	10000	343	336
Chr07	1955001	1965000	10000	264	226
Chr07	1960001	1970000	10000	255	199
Chr07	1965001	1975000	10000	256	205
Chr07	1970001	1980000	10000	333	250
Chr07	1975001	1985000	10000	331	303
Chr07	1980001	1990000	10000	273	263
Chr07	1985001	1995000	10000	340	322
Chr07	1990001	2000000	10000	389	385
Chr07	1995001	2005000	10000	394	361
Chr07	2000001	2010000	10000	349	341
Chr07	2005001	2015000	10000	267	318
Chr07	2010001	2020000	10000	267	333
Chr07	2015001	2025000	10000	306	317
Chr07	2020001	2030000	10000	309	286
Chr07	2025001	2035000	10000	326	331
Chr07	2030001	2040000	10000	362	342
Chr07	2035001	2045000	10000	299	268
Chr07	2040001	2050000	10000	249	251
Chr07	2045001	2055000	10000	266	273
Chr07	2050001	2060000	10000	296	269
Chr07	2055001	2065000	10000	327	304
Chr07	2060001	2070000	10000	342	350
Chr07	2065001	2075000	10000	330	319
Chr07	2070001	2080000	10000	304	284
Chr07	2075001	2085000	10000	342	310
Chr07	2080001	2090000	10000	326	316
Chr07	2085001	2095000	10000	289	296
Chr07	2090001	2100000	10000	329	293
Chr07	2095001	2105000	10000	340	302
Chr07	2100001	2110000	10000	315	298
Chr07	2105001	2115000	10000	310	304
Chr07	2110001	2120000	10000	362	308
Chr07	2115001	2125000	10000	352	287
Chr07	2120001	2130000	10000	275	377
Chr07	2125001	2135000	10000	316	423
Chr07	2130001	2140000	10000	287	284
Chr07	2135001	2145000	10000	267	236
Chr07	2140001	2150000	10000	302	259
Chr07	2145001	2155000	10000	204	226
Chr07	2150001	2160000	10000	247	289
Chr07	2155001	2165000	10000	354	348
Chr07	2160001	2170000	10000	400	356
Chr07	2165001	2175000	10000	439	391
Chr07	2170001	2180000	10000	528	498
Chr07	2175001	2185000	10000	463	470
Chr07	2180001	2190000	10000	270	318
Chr07	2185001	2195000	10000	295	321
Chr07	2190001	2200000	10000	355	349
Chr07	2195001	2205000	10000	329	321
Chr07	2200001	2210000	10000	324	316
Chr07	2205001	2215000	10000	305	305
Chr07	2210001	2220000	10000	244	258
Chr07	2215001	2225000	10000	250	262
Chr07	2220001	2230000	10000	326	329
Chr07	2225001	2235000	10000	384	340
Chr07	2230001	2240000	10000	400	317
Chr07	2235001	2245000	10000	319	289
Chr07	2240001	2250000	10000	264	270
Chr07	2245001	2255000	10000	344	320
Chr07	2250001	2260000	10000	406	396
Chr07	2255001	2265000	10000	367	387
Chr07	2260001	2270000	10000	327	337
Chr07	2265001	2275000	10000	359	382
Chr07	2270001	2280000	10000	306	327
Chr07	2275001	2285000	10000	310	306
Chr07	2280001	2290000	10000	319	325
Chr07	2285001	2295000	10000	171	178
Chr07	2290001	2300000	10000	241	176
Chr07	2295001	2305000	10000	265	227
Chr07	2300001	2310000	10000	140	169
Chr07	2305001	2315000	10000	212	219
Chr07	2310001	2320000	10000	291	282
Chr07	2315001	2325000	10000	334	281
Chr07	2320001	2330000	10000	381	324
Chr07	2325001	2335000	10000	346	331
Chr07	2330001	2340000	10000	298	282
Chr07	2335001	2345000	10000	280	264
Chr07	2340001	2350000	10000	267	278
Chr07	2345001	2355000	10000	341	325
Chr07	2350001	2360000	10000	385	361
Chr07	2355001	2365000	10000	362	380
Chr07	2360001	2370000	10000	387	356
Chr07	2365001	2375000	10000	411	344
Chr07	2370001	2380000	10000	384	343
Chr07	2375001	2385000	10000	347	342
Chr07	2380001	2390000	10000	325	342
Chr07	2385001	2395000	10000	382	346
Chr07	2390001	2400000	10000	389	313
Chr07	2395001	2405000	10000	330	269
Chr07	2400001	2410000	10000	357	320
Chr07	2405001	2415000	10000	391	345
Chr07	2410001	2420000	10000	342	321
Chr07	2415001	2425000	10000	310	314
Chr07	2420001	2430000	10000	301	310
Chr07	2425001	2435000	10000	278	280
Chr07	2430001	2440000	10000	281	271
Chr07	2435001	2445000	10000	409	366
Chr07	2440001	2450000	10000	403	342
Chr07	2445001	2455000	10000	345	305
Chr07	2450001	2460000	10000	402	347
Chr07	2455001	2465000	10000	284	247
Chr07	2460001	2470000	10000	215	180
Chr07	2465001	2475000	10000	317	307
Chr07	2470001	2480000	10000	373	406
Chr07	2475001	2485000	10000	271	310
Chr07	2480001	2490000	10000	262	278
Chr07	2485001	2495000	10000	303	273
Chr07	2490001	2500000	10000	296	241
Chr07	2495001	2505000	10000	323	257
Chr07	2500001	2510000	10000	279	243
Chr07	2505001	2515000	10000	237	274
Chr07	2510001	2520000	10000	269	298
Chr07	2515001	2525000	10000	330	286
Chr07	2520001	2530000	10000	357	314
Chr07	2525001	2535000	10000	332	285
Chr07	2530001	2540000	10000	343	255
Chr07	2535001	2545000	10000	343	289
Chr07	2540001	2550000	10000	351	303
Chr07	2545001	2555000	10000	327	291
Chr07	2550001	2560000	10000	339	313
Chr07	2555001	2565000	10000	406	346
Chr07	2560001	2570000	10000	324	299
Chr07	2565001	2575000	10000	298	250
Chr07	2570001	2580000	10000	312	291
Chr07	2575001	2585000	10000	241	249
Chr07	2580001	2590000	10000	127	102
Chr07	2585001	2595000	10000	45	27
Chr07	2590001	2600000	10000	93	93
Chr07	2595001	2605000	10000	117	146
Chr07	2600001	2610000	10000	52	78
Chr07	2605001	2615000	10000	125	124
Chr07	2610001	2620000	10000	301	252
Chr07	2615001	2625000	10000	402	353
Chr07	2620001	2630000	10000	255	243
Chr07	2625001	2635000	10000	101	98
Chr07	2630001	2640000	10000	162	178
Chr07	2635001	2645000	10000	153	161
Chr07	2640001	2650000	10000	57	50
Chr07	2645001	2655000	10000	335	326
Chr07	2650001	2660000	10000	489	423
Chr07	2655001	2665000	10000	182	119
Chr07	2660001	2670000	10000	39	34
Chr07	2665001	2675000	10000	13	16
Chr07	2670001	2680000	10000	19	18
Chr07	2675001	2685000	10000	198	211
Chr07	2680001	2690000	10000	329	369
Chr07	2685001	2695000	10000	346	368
Chr07	2690001	2700000	10000	335	305
Chr07	2695001	2705000	10000	302	272
Chr07	2700001	2710000	10000	396	378
Chr07	2705001	2715000	10000	403	357
Chr07	2710001	2720000	10000	268	249
Chr07	2715001	2725000	10000	284	293
Chr07	2720001	2730000	10000	371	314
Chr07	2725001	2735000	10000	335	261
Chr07	2730001	2740000	10000	307	225
Chr07	2735001	2745000	10000	320	227
Chr07	2740001	2750000	10000	323	300
Chr07	2745001	2755000	10000	310	319
Chr07	2750001	2760000	10000	269	258
Chr07	2755001	2765000	10000	303	272
Chr07	2760001	2770000	10000	376	310
Chr07	2765001	2775000	10000	375	282
Chr07	2770001	2780000	10000	356	305
Chr07	2775001	2785000	10000	373	363
Chr07	2780001	2790000	10000	358	378
Chr07	2785001	2795000	10000	294	312
Chr07	2790001	2800000	10000	288	241
Chr07	2795001	2805000	10000	363	302
Chr07	2800001	2810000	10000	341	344
Chr07	2805001	2815000	10000	274	296
Chr07	2810001	2820000	10000	322	295
Chr07	2815001	2825000	10000	341	290
Chr07	2820001	2830000	10000	337	291
Chr07	2825001	2835000	10000	357	292
Chr07	2830001	2840000	10000	486	404
Chr07	2835001	2845000	10000	426	405
Chr07	2840001	2850000	10000	267	282
Chr07	2845001	2855000	10000	285	305
Chr07	2850001	2860000	10000	313	310
Chr07	2855001	2865000	10000	368	330
Chr07	2860001	2870000	10000	418	368
Chr07	2865001	2875000	10000	403	343
Chr07	2870001	2880000	10000	402	342
Chr07	2875001	2885000	10000	394	343
Chr07	2880001	2890000	10000	362	334
Chr07	2885001	2895000	10000	382	366
Chr07	2890001	2900000	10000	392	333
Chr07	2895001	2905000	10000	348	296
Chr07	2900001	2910000	10000	259	272
Chr07	2905001	2915000	10000	123	128
Chr07	2910001	2920000	10000	17	10
Chr07	2915001	2925000	10000	184	153
Chr07	2920001	2930000	10000	359	295
Chr07	2925001	2935000	10000	387	299
Chr07	2930001	2940000	10000	382	304
Chr07	2935001	2945000	10000	318	265
Chr07	2940001	2950000	10000	280	259
Chr07	2945001	2955000	10000	331	271
Chr07	2950001	2960000	10000	2324	2286
Chr07	2955001	2965000	10000	6327	6612
Chr07	2960001	2970000	10000	4229	4485
Chr07	2965001	2975000	10000	112	123
Chr07	2970001	2980000	10000	132	173
Chr07	2975001	2985000	10000	113	159
Chr07	2980001	2990000	10000	182	199
Chr07	2985001	2995000	10000	245	277
Chr07	2990001	3000000	10000	289	329
Chr07	2995001	3005000	10000	321	323
Chr07	3000001	3010000	10000	304	292
Chr07	3005001	3015000	10000	366	367
Chr07	3010001	3020000	10000	343	346
Chr07	3015001	3025000	10000	283	270
Chr07	3020001	3030000	10000	299	254
Chr07	3025001	3035000	10000	343	305
Chr07	3030001	3040000	10000	346	337
Chr07	3035001	3045000	10000	353	328
Chr07	3040001	3050000	10000	353	377
Chr07	3045001	3055000	10000	270	342
Chr07	3050001	3060000	10000	275	279
Chr07	3055001	3065000	10000	322	262
Chr07	3060001	3070000	10000	339	270
Chr07	3065001	3075000	10000	332	282
Chr07	3070001	3080000	10000	360	349
Chr07	3075001	3085000	10000	347	334
Chr07	3080001	3090000	10000	334	273
Chr07	3085001	3095000	10000	335	292
Chr07	3090001	3100000	10000	343	334
Chr07	3095001	3105000	10000	382	352
Chr07	3100001	3110000	10000	357	350
Chr07	3105001	3115000	10000	308	363
Chr07	3110001	3120000	10000	315	363
Chr07	3115001	3125000	10000	359	370
Chr07	3120001	3130000	10000	390	365
Chr07	3125001	3135000	10000	283	277
Chr07	3130001	3140000	10000	231	301
Chr07	3135001	3145000	10000	342	388
Chr07	3140001	3150000	10000	287	335
Chr07	3145001	3155000	10000	183	221
Chr07	3150001	3160000	10000	204	171
Chr07	3155001	3165000	10000	367	279
Chr07	3160001	3170000	10000	417	372
Chr07	3165001	3175000	10000	314	319
Chr07	3170001	3180000	10000	290	285
Chr07	3175001	3185000	10000	255	247
Chr07	3180001	3190000	10000	262	273
Chr07	3185001	3195000	10000	251	294
Chr07	3190001	3200000	10000	227	251
Chr07	3195001	3205000	10000	275	291
Chr07	3200001	3210000	10000	290	300
Chr07	3205001	3215000	10000	263	273
Chr07	3210001	3220000	10000	332	329
Chr07	3215001	3225000	10000	370	341
Chr07	3220001	3230000	10000	344	278
Chr07	3225001	3235000	10000	347	257
Chr07	3230001	3240000	10000	321	254
Chr07	3235001	3245000	10000	316	303
Chr07	3240001	3250000	10000	368	369
Chr07	3245001	3255000	10000	384	369
Chr07	3250001	3260000	10000	361	348
Chr07	3255001	3265000	10000	347	344
Chr07	3260001	3270000	10000	370	351
Chr07	3265001	3275000	10000	394	339
Chr07	3270001	3280000	10000	372	352
Chr07	3275001	3285000	10000	355	408
Chr07	3280001	3290000	10000	313	351
Chr07	3285001	3295000	10000	514	438
Chr07	3290001	3300000	10000	542	457
Chr07	3295001	3305000	10000	349	349
Chr07	3300001	3310000	10000	416	396
Chr07	3305001	3315000	10000	464	356
Chr07	3310001	3320000	10000	354	253
Chr07	3315001	3325000	10000	300	230
Chr07	3320001	3330000	10000	312	279
Chr07	3325001	3335000	10000	309	306
Chr07	3330001	3340000	10000	280	288
Chr07	3335001	3345000	10000	285	303
Chr07	3340001	3350000	10000	321	371
Chr07	3345001	3355000	10000	289	353
Chr07	3350001	3360000	10000	338	302
Chr07	3355001	3365000	10000	447	369
Chr07	3360001	3370000	10000	388	359
Chr07	3365001	3375000	10000	282	313
Chr07	3370001	3380000	10000	244	259
Chr07	3375001	3385000	10000	203	185
Chr07	3380001	3390000	10000	190	180
Chr07	3385001	3395000	10000	181	215
Chr07	3390001	3400000	10000	157	213
Chr07	3395001	3405000	10000	143	154
Chr07	3400001	3410000	10000	189	187
Chr07	3405001	3415000	10000	244	263
Chr07	3410001	3420000	10000	239	237
Chr07	3415001	3425000	10000	132	122
Chr07	3420001	3430000	10000	47	51
Chr07	3425001	3435000	10000	90	104
Chr07	3430001	3440000	10000	277	286
Chr07	3435001	3445000	10000	305	302
Chr07	3440001	3450000	10000	213	222
Chr07	3445001	3455000	10000	241	237
Chr07	3450001	3460000	10000	286	245
Chr07	3455001	3465000	10000	361	297
Chr07	3460001	3470000	10000	390	272
Chr07	3465001	3475000	10000	374	295
Chr07	3470001	3480000	10000	412	373
Chr07	3475001	3485000	10000	372	345
Chr07	3480001	3490000	10000	328	338
Chr07	3485001	3495000	10000	348	334
Chr07	3490001	3500000	10000	322	322
Chr07	3495001	3505000	10000	342	335
Chr07	3500001	3510000	10000	403	354
Chr07	3505001	3515000	10000	352	316
Chr07	3510001	3520000	10000	276	246
Chr07	3515001	3525000	10000	230	230
Chr07	3520001	3530000	10000	205	229
Chr07	3525001	3535000	10000	280	296
Chr07	3530001	3540000	10000	356	342
Chr07	3535001	3545000	10000	405	325
Chr07	3540001	3550000	10000	369	332
Chr07	3545001	3555000	10000	342	340
Chr07	3550001	3560000	10000	386	360
Chr07	3555001	3565000	10000	374	345
Chr07	3560001	3570000	10000	329	288
Chr07	3565001	3575000	10000	357	261
Chr07	3570001	3580000	10000	455	348
Chr07	3575001	3585000	10000	442	376
Chr07	3580001	3590000	10000	381	352
